,mean_csg,median_csg,count_csg,polygon_id,filename_csg,polarization,local_incidence_angle,date_csg,s2_date,mean_s2,median_s2,count_s2,filename_s2,mndwi_mean,date_s2,geometry,area_ha
123,-5.267272472381592,-5.2451372146606445,326.0,25,Subset_CSG_SSAR2_DGM_B_0101_STR_014_HH-HV-LIA_RA_R_20230806225718_20230806225725_1_F_11N_Z48_N00.h5_ML_TC_dB,HH,44.9443253515593,20230806,20230808,0.6213837,0.6197511553764343,47.0,S2A_MSIL2A_20230808T031541_N0509_R118_T48PWS_20230808T073452.SAFE_NDVI,-0.43802148,20230808,"POLYGON ((105.69936359747936 10.472977337408349, 105.69933979446067 10.472707569863084, 105.70052201105608 10.472215640809958, 105.70083145029918 10.472382261940856, 105.69936359747936 10.472977337408349))",0.4594614743585695
124,-17.61946678161621,-17.530792236328125,326.0,25,Subset_CSG_SSAR2_DGM_B_0101_STR_014_HH-HV-LIA_RA_R_20230806225718_20230806225725_1_F_11N_Z48_N00.h5_ML_TC_dB,HV,44.9443253515593,20230806,20230808,0.6213837,0.6197511553764343,47.0,S2A_MSIL2A_20230808T031541_N0509_R118_T48PWS_20230808T073452.SAFE_NDVI,-0.43802148,20230808,"POLYGON ((105.69936359747936 10.472977337408349, 105.69933979446067 10.472707569863084, 105.70052201105608 10.472215640809958, 105.70083145029918 10.472382261940856, 105.69936359747936 10.472977337408349))",0.4594614743585695
125,0.2633571922779083,0.21917709708213806,326.0,25,Subset_CSG_SSAR2_DGM_B_0101_STR_014_HH-HV-LIA_RA_R_20230806225718_20230806225725_1_F_11N_Z48_N00.h5_ML_TC_dB,RVI,44.9443253515593,20230806,20230808,0.6213837,0.6197511553764343,47.0,S2A_MSIL2A_20230808T031541_N0509_R118_T48PWS_20230808T073452.SAFE_NDVI,-0.43802148,20230808,"POLYGON ((105.69936359747936 10.472977337408349, 105.69933979446067 10.472707569863084, 105.70052201105608 10.472215640809958, 105.70083145029918 10.472382261940856, 105.69936359747936 10.472977337408349))",0.4594614743585695
126,-5.267272472381592,12.28565502166748,326.0,25,Subset_CSG_SSAR2_DGM_B_0101_STR_014_HH-HV-LIA_RA_R_20230806225718_20230806225725_1_F_11N_Z48_N00.h5_ML_TC_dB,CR,44.9443253515593,20230806,20230808,0.6213837,0.6197511553764343,47.0,S2A_MSIL2A_20230808T031541_N0509_R118_T48PWS_20230808T073452.SAFE_NDVI,-0.43802148,20230808,"POLYGON ((105.69936359747936 10.472977337408349, 105.69933979446067 10.472707569863084, 105.70052201105608 10.472215640809958, 105.70083145029918 10.472382261940856, 105.69936359747936 10.472977337408349))",0.4594614743585695
127,-12.451035499572754,-12.459314346313477,702.0,26,Subset_CSG_SSAR2_DGM_B_0101_STR_014_HH-HV-LIA_RA_R_20230806225718_20230806225725_1_F_11N_Z48_N00.h5_ML_TC_dB,HH,44.92989860833485,20230806,20230808,0.9104028,0.9163200259208679,99.0,S2A_MSIL2A_20230808T031541_N0509_R118_T48PWS_20230808T073452.SAFE_NDVI,-0.6481773,20230808,"POLYGON ((105.69609068240813 10.47745230492389, 105.69587645523983 10.47708732530383, 105.69779656541493 10.476008255122776, 105.6979711208854 10.476270088328473, 105.69609068240813 10.47745230492389))",0.986672631882558
128,-19.730260848999023,-19.703763961791992,702.0,26,Subset_CSG_SSAR2_DGM_B_0101_STR_014_HH-HV-LIA_RA_R_20230806225718_20230806225725_1_F_11N_Z48_N00.h5_ML_TC_dB,HV,44.92989860833485,20230806,20230808,0.9104028,0.9163200259208679,99.0,S2A_MSIL2A_20230808T031541_N0509_R118_T48PWS_20230808T073452.SAFE_NDVI,-0.6481773,20230808,"POLYGON ((105.69609068240813 10.47745230492389, 105.69587645523983 10.47708732530383, 105.69779656541493 10.476008255122776, 105.6979711208854 10.476270088328473, 105.69609068240813 10.47745230492389))",0.986672631882558
129,0.7153350114822388,0.641139030456543,702.0,26,Subset_CSG_SSAR2_DGM_B_0101_STR_014_HH-HV-LIA_RA_R_20230806225718_20230806225725_1_F_11N_Z48_N00.h5_ML_TC_dB,RVI,44.92989860833485,20230806,20230808,0.9104028,0.9163200259208679,99.0,S2A_MSIL2A_20230808T031541_N0509_R118_T48PWS_20230808T073452.SAFE_NDVI,-0.6481773,20230808,"POLYGON ((105.69609068240813 10.47745230492389, 105.69587645523983 10.47708732530383, 105.69779656541493 10.476008255122776, 105.6979711208854 10.476270088328473, 105.69609068240813 10.47745230492389))",0.986672631882558
130,-12.451035499572754,7.244449615478516,702.0,26,Subset_CSG_SSAR2_DGM_B_0101_STR_014_HH-HV-LIA_RA_R_20230806225718_20230806225725_1_F_11N_Z48_N00.h5_ML_TC_dB,CR,44.92989860833485,20230806,20230808,0.9104028,0.9163200259208679,99.0,S2A_MSIL2A_20230808T031541_N0509_R118_T48PWS_20230808T073452.SAFE_NDVI,-0.6481773,20230808,"POLYGON ((105.69609068240813 10.47745230492389, 105.69587645523983 10.47708732530383, 105.69779656541493 10.476008255122776, 105.6979711208854 10.476270088328473, 105.69609068240813 10.47745230492389))",0.986672631882558
132,-10.36368179321289,-10.35028076171875,1127.0,27,Subset_CSG_SSAR2_DGM_B_0101_STR_014_HH-HV-LIA_RA_R_20230806225718_20230806225725_1_F_11N_Z48_N00.h5_ML_TC_dB,HH,44.91476636108255,20230806,20230808,0.90387213,0.908910870552063,159.0,S2A_MSIL2A_20230808T031541_N0509_R118_T48PWS_20230808T073452.SAFE_NDVI,-0.6209786,20230808,"POLYGON ((105.69520997071623 10.47641290644067, 105.69544800090324 10.477000047568596, 105.69397221374385 10.477531648319555, 105.69380559261296 10.477357092849092, 105.6935358250677 10.477357092849092, 105.69328192620156 10.476928638512497, 105.69520997071623 10.47641290644067))",1.577536770659892
133,-19.73856544494629,-19.67880630493164,1127.0,27,Subset_CSG_SSAR2_DGM_B_0101_STR_014_HH-HV-LIA_RA_R_20230806225718_20230806225725_1_F_11N_Z48_N00.h5_ML_TC_dB,HV,44.91476636108255,20230806,20230808,0.90387213,0.908910870552063,159.0,S2A_MSIL2A_20230808T031541_N0509_R118_T48PWS_20230808T073452.SAFE_NDVI,-0.6209786,20230808,"POLYGON ((105.69520997071623 10.47641290644067, 105.69544800090324 10.477000047568596, 105.69397221374385 10.477531648319555, 105.69380559261296 10.477357092849092, 105.6935358250677 10.477357092849092, 105.69328192620156 10.476928638512497, 105.69520997071623 10.47641290644067))",1.577536770659892
134,0.5007728338241577,0.40912193059921265,1127.0,27,Subset_CSG_SSAR2_DGM_B_0101_STR_014_HH-HV-LIA_RA_R_20230806225718_20230806225725_1_F_11N_Z48_N00.h5_ML_TC_dB,RVI,44.91476636108255,20230806,20230808,0.90387213,0.908910870552063,159.0,S2A_MSIL2A_20230808T031541_N0509_R118_T48PWS_20230808T073452.SAFE_NDVI,-0.6209786,20230808,"POLYGON ((105.69520997071623 10.47641290644067, 105.69544800090324 10.477000047568596, 105.69397221374385 10.477531648319555, 105.69380559261296 10.477357092849092, 105.6935358250677 10.477357092849092, 105.69328192620156 10.476928638512497, 105.69520997071623 10.47641290644067))",1.577536770659892
135,-10.36368179321289,9.32852554321289,1127.0,27,Subset_CSG_SSAR2_DGM_B_0101_STR_014_HH-HV-LIA_RA_R_20230806225718_20230806225725_1_F_11N_Z48_N00.h5_ML_TC_dB,CR,44.91476636108255,20230806,20230808,0.90387213,0.908910870552063,159.0,S2A_MSIL2A_20230808T031541_N0509_R118_T48PWS_20230808T073452.SAFE_NDVI,-0.6209786,20230808,"POLYGON ((105.69520997071623 10.47641290644067, 105.69544800090324 10.477000047568596, 105.69397221374385 10.477531648319555, 105.69380559261296 10.477357092849092, 105.6935358250677 10.477357092849092, 105.69328192620156 10.476928638512497, 105.69520997071623 10.47641290644067))",1.577536770659892
137,-10.391308784484863,-10.464437484741211,1000.0,28,Subset_CSG_SSAR2_DGM_B_0101_STR_014_HH-HV-LIA_RA_R_20230806225718_20230806225725_1_F_11N_Z48_N00.h5_ML_TC_dB,HH,44.92492630381887,20230806,20230808,0.9117413,0.9129814505577087,141.0,S2A_MSIL2A_20230808T031541_N0509_R118_T48PWS_20230808T073452.SAFE_NDVI,-0.6210544,20230808,"POLYGON ((105.69497194052924 10.479308940382467, 105.69464663260702 10.478824945668906, 105.69647946504689 10.47796010265615, 105.69674923259215 10.47849170340711, 105.69497194052924 10.479308940382467))",1.4120258413183022
138,-20.01149559020996,-19.902008056640625,1000.0,28,Subset_CSG_SSAR2_DGM_B_0101_STR_014_HH-HV-LIA_RA_R_20230806225718_20230806225725_1_F_11N_Z48_N00.h5_ML_TC_dB,HV,44.92492630381887,20230806,20230808,0.9117413,0.9129814505577087,141.0,S2A_MSIL2A_20230808T031541_N0509_R118_T48PWS_20230808T073452.SAFE_NDVI,-0.6210544,20230808,"POLYGON ((105.69497194052924 10.479308940382467, 105.69464663260702 10.478824945668906, 105.69647946504689 10.47796010265615, 105.69674923259215 10.47849170340711, 105.69497194052924 10.479308940382467))",1.4120258413183022
139,0.4645082950592041,0.3999737799167633,1000.0,28,Subset_CSG_SSAR2_DGM_B_0101_STR_014_HH-HV-LIA_RA_R_20230806225718_20230806225725_1_F_11N_Z48_N00.h5_ML_TC_dB,RVI,44.92492630381887,20230806,20230808,0.9117413,0.9129814505577087,141.0,S2A_MSIL2A_20230808T031541_N0509_R118_T48PWS_20230808T073452.SAFE_NDVI,-0.6210544,20230808,"POLYGON ((105.69497194052924 10.479308940382467, 105.69464663260702 10.478824945668906, 105.69647946504689 10.47796010265615, 105.69674923259215 10.47849170340711, 105.69497194052924 10.479308940382467))",1.4120258413183022
140,-10.391308784484863,9.437570571899414,1000.0,28,Subset_CSG_SSAR2_DGM_B_0101_STR_014_HH-HV-LIA_RA_R_20230806225718_20230806225725_1_F_11N_Z48_N00.h5_ML_TC_dB,CR,44.92492630381887,20230806,20230808,0.9117413,0.9129814505577087,141.0,S2A_MSIL2A_20230808T031541_N0509_R118_T48PWS_20230808T073452.SAFE_NDVI,-0.6210544,20230808,"POLYGON ((105.69497194052924 10.479308940382467, 105.69464663260702 10.478824945668906, 105.69647946504689 10.47796010265615, 105.69674923259215 10.47849170340711, 105.69497194052924 10.479308940382467))",1.4120258413183022
142,-11.384514808654785,-11.461509704589844,827.0,29,Subset_CSG_SSAR2_DGM_B_0101_STR_014_HH-HV-LIA_RA_R_20230806225718_20230806225725_1_F_11N_Z48_N00.h5_ML_TC_dB,HH,44.91890897288374,20230806,20230808,0.9151968,0.9180814027786255,119.0,S2A_MSIL2A_20230808T031541_N0509_R118_T48PWS_20230808T073452.SAFE_NDVI,-0.640497,20230808,"POLYGON ((105.69434512770349 10.478261607559679, 105.69412296619562 10.477626860394354, 105.69551940995933 10.47712699700166, 105.69578124316503 10.47765859775262, 105.69434512770349 10.478261607559679))",1.160972968427715
143,-20.46426010131836,-20.381006240844727,827.0,29,Subset_CSG_SSAR2_DGM_B_0101_STR_014_HH-HV-LIA_RA_R_20230806225718_20230806225725_1_F_11N_Z48_N00.h5_ML_TC_dB,HV,44.91890897288374,20230806,20230808,0.9151968,0.9180814027786255,119.0,S2A_MSIL2A_20230808T031541_N0509_R118_T48PWS_20230808T073452.SAFE_NDVI,-0.640497,20230808,"POLYGON ((105.69434512770349 10.478261607559679, 105.69412296619562 10.477626860394354, 105.69551940995933 10.47712699700166, 105.69578124316503 10.47765859775262, 105.69434512770349 10.478261607559679))",1.160972968427715
144,0.5240501165390015,0.4473433792591095,827.0,29,Subset_CSG_SSAR2_DGM_B_0101_STR_014_HH-HV-LIA_RA_R_20230806225718_20230806225725_1_F_11N_Z48_N00.h5_ML_TC_dB,RVI,44.91890897288374,20230806,20230808,0.9151968,0.9180814027786255,119.0,S2A_MSIL2A_20230808T031541_N0509_R118_T48PWS_20230808T073452.SAFE_NDVI,-0.640497,20230808,"POLYGON ((105.69434512770349 10.478261607559679, 105.69412296619562 10.477626860394354, 105.69551940995933 10.47712699700166, 105.69578124316503 10.47765859775262, 105.69434512770349 10.478261607559679))",1.160972968427715
145,-11.384514808654785,8.919496536254883,827.0,29,Subset_CSG_SSAR2_DGM_B_0101_STR_014_HH-HV-LIA_RA_R_20230806225718_20230806225725_1_F_11N_Z48_N00.h5_ML_TC_dB,CR,44.91890897288374,20230806,20230808,0.9151968,0.9180814027786255,119.0,S2A_MSIL2A_20230808T031541_N0509_R118_T48PWS_20230808T073452.SAFE_NDVI,-0.640497,20230808,"POLYGON ((105.69434512770349 10.478261607559679, 105.69412296619562 10.477626860394354, 105.69551940995933 10.47712699700166, 105.69578124316503 10.47765859775262, 105.69434512770349 10.478261607559679))",1.160972968427715
146,-12.42618179321289,-12.563941955566406,486.0,30,Subset_CSG_SSAR2_DGM_B_0101_STR_014_HH-HV-LIA_RA_R_20230806225718_20230806225725_1_F_11N_Z48_N00.h5_ML_TC_dB,HH,44.94527282370637,20230806,20230808,0.88475925,0.8839863538742065,68.0,S2A_MSIL2A_20230808T031541_N0509_R118_T48PWS_20230808T073452.SAFE_NDVI,-0.6021797,20230808,"POLYGON ((105.69819328239326 10.483165029411817, 105.69791558050842 10.481903469420734, 105.69836783786373 10.481768585648101, 105.69845511559896 10.48234779243646, 105.69855826201332 10.48318089809095, 105.69819328239326 10.483165029411817))",0.6857795376790804
147,-19.571691513061523,-19.434661865234375,486.0,30,Subset_CSG_SSAR2_DGM_B_0101_STR_014_HH-HV-LIA_RA_R_20230806225718_20230806225725_1_F_11N_Z48_N00.h5_ML_TC_dB,HV,44.94527282370637,20230806,20230808,0.88475925,0.8839863538742065,68.0,S2A_MSIL2A_20230808T031541_N0509_R118_T48PWS_20230808T073452.SAFE_NDVI,-0.6021797,20230808,"POLYGON ((105.69819328239326 10.483165029411817, 105.69791558050842 10.481903469420734, 105.69836783786373 10.481768585648101, 105.69845511559896 10.48234779243646, 105.69855826201332 10.48318089809095, 105.69819328239326 10.483165029411817))",0.6857795376790804
148,0.734133243560791,0.6662865877151489,486.0,30,Subset_CSG_SSAR2_DGM_B_0101_STR_014_HH-HV-LIA_RA_R_20230806225718_20230806225725_1_F_11N_Z48_N00.h5_ML_TC_dB,RVI,44.94527282370637,20230806,20230808,0.88475925,0.8839863538742065,68.0,S2A_MSIL2A_20230808T031541_N0509_R118_T48PWS_20230808T073452.SAFE_NDVI,-0.6021797,20230808,"POLYGON ((105.69819328239326 10.483165029411817, 105.69791558050842 10.481903469420734, 105.69836783786373 10.481768585648101, 105.69845511559896 10.48234779243646, 105.69855826201332 10.48318089809095, 105.69819328239326 10.483165029411817))",0.6857795376790804
149,-12.42618179321289,6.870719909667969,486.0,30,Subset_CSG_SSAR2_DGM_B_0101_STR_014_HH-HV-LIA_RA_R_20230806225718_20230806225725_1_F_11N_Z48_N00.h5_ML_TC_dB,CR,44.94527282370637,20230806,20230808,0.88475925,0.8839863538742065,68.0,S2A_MSIL2A_20230808T031541_N0509_R118_T48PWS_20230808T073452.SAFE_NDVI,-0.6021797,20230808,"POLYGON ((105.69819328239326 10.483165029411817, 105.69791558050842 10.481903469420734, 105.69836783786373 10.481768585648101, 105.69845511559896 10.48234779243646, 105.69855826201332 10.48318089809095, 105.69819328239326 10.483165029411817))",0.6857795376790804
151,-13.703100204467773,-13.796711921691895,638.0,31,Subset_CSG_SSAR2_DGM_B_0101_STR_014_HH-HV-LIA_RA_R_20230806225718_20230806225725_1_F_11N_Z48_N00.h5_ML_TC_dB,HH,44.960533824224925,20230806,20230808,0.92707044,0.927269697189331,86.0,S2A_MSIL2A_20230808T031541_N0509_R118_T48PWS_20230808T073452.SAFE_NDVI,-0.64457375,20230808,"POLYGON ((105.7008671548272 10.482649297339991, 105.70030381671796 10.481252853576276, 105.7007719427524 10.48122111621801, 105.70129560916378 10.481998681495533, 105.70114485671202 10.482522347906926, 105.7008671548272 10.482649297339991))",0.8904802213838975
152,-19.155981063842773,-19.039276123046875,638.0,31,Subset_CSG_SSAR2_DGM_B_0101_STR_014_HH-HV-LIA_RA_R_20230806225718_20230806225725_1_F_11N_Z48_N00.h5_ML_TC_dB,HV,44.960533824224925,20230806,20230808,0.92707044,0.927269697189331,86.0,S2A_MSIL2A_20230808T031541_N0509_R118_T48PWS_20230808T073452.SAFE_NDVI,-0.64457375,20230808,"POLYGON ((105.7008671548272 10.482649297339991, 105.70030381671796 10.481252853576276, 105.7007719427524 10.48122111621801, 105.70129560916378 10.481998681495533, 105.70114485671202 10.482522347906926, 105.7008671548272 10.482649297339991))",0.8904802213838975
153,0.9681214690208435,0.9236608743667603,638.0,31,Subset_CSG_SSAR2_DGM_B_0101_STR_014_HH-HV-LIA_RA_R_20230806225718_20230806225725_1_F_11N_Z48_N00.h5_ML_TC_dB,RVI,44.960533824224925,20230806,20230808,0.92707044,0.927269697189331,86.0,S2A_MSIL2A_20230808T031541_N0509_R118_T48PWS_20230808T073452.SAFE_NDVI,-0.64457375,20230808,"POLYGON ((105.7008671548272 10.482649297339991, 105.70030381671796 10.481252853576276, 105.7007719427524 10.48122111621801, 105.70129560916378 10.481998681495533, 105.70114485671202 10.482522347906926, 105.7008671548272 10.482649297339991))",0.8904802213838975
154,-13.703100204467773,5.2425642013549805,638.0,31,Subset_CSG_SSAR2_DGM_B_0101_STR_014_HH-HV-LIA_RA_R_20230806225718_20230806225725_1_F_11N_Z48_N00.h5_ML_TC_dB,CR,44.960533824224925,20230806,20230808,0.92707044,0.927269697189331,86.0,S2A_MSIL2A_20230808T031541_N0509_R118_T48PWS_20230808T073452.SAFE_NDVI,-0.64457375,20230808,"POLYGON ((105.7008671548272 10.482649297339991, 105.70030381671796 10.481252853576276, 105.7007719427524 10.48122111621801, 105.70129560916378 10.481998681495533, 105.70114485671202 10.482522347906926, 105.7008671548272 10.482649297339991))",0.8904802213838975
156,-14.060691833496094,-14.170783996582031,679.0,32,Subset_CSG_SSAR2_DGM_B_0101_STR_014_HH-HV-LIA_RA_R_20230806225718_20230806225725_1_F_11N_Z48_N00.h5_ML_TC_dB,HH,44.976214813453545,20230806,20230808,0.7986143,0.7993044853210449,98.0,S2A_MSIL2A_20230808T031541_N0509_R118_T48PWS_20230808T073452.SAFE_NDVI,-0.49562252,20230808,"POLYGON ((105.7029538861332 10.488996768993239, 105.70286660839797 10.488592117675346, 105.70085128614807 10.489583910121166, 105.70089889218546 10.489893349364262, 105.7029538861332 10.488996768993239))",0.9563544218454306
157,-19.282638549804688,-19.214181900024414,679.0,32,Subset_CSG_SSAR2_DGM_B_0101_STR_014_HH-HV-LIA_RA_R_20230806225718_20230806225725_1_F_11N_Z48_N00.h5_ML_TC_dB,HV,44.976214813453545,20230806,20230808,0.7986143,0.7993044853210449,98.0,S2A_MSIL2A_20230808T031541_N0509_R118_T48PWS_20230808T073452.SAFE_NDVI,-0.49562252,20230808,"POLYGON ((105.7029538861332 10.488996768993239, 105.70286660839797 10.488592117675346, 105.70085128614807 10.489583910121166, 105.70089889218546 10.489893349364262, 105.7029538861332 10.488996768993239))",0.9563544218454306
158,1.007858395576477,0.9423574805259705,679.0,32,Subset_CSG_SSAR2_DGM_B_0101_STR_014_HH-HV-LIA_RA_R_20230806225718_20230806225725_1_F_11N_Z48_N00.h5_ML_TC_dB,RVI,44.976214813453545,20230806,20230808,0.7986143,0.7993044853210449,98.0,S2A_MSIL2A_20230808T031541_N0509_R118_T48PWS_20230808T073452.SAFE_NDVI,-0.49562252,20230808,"POLYGON ((105.7029538861332 10.488996768993239, 105.70286660839797 10.488592117675346, 105.70085128614807 10.489583910121166, 105.70089889218546 10.489893349364262, 105.7029538861332 10.488996768993239))",0.9563544218454306
159,-14.060691833496094,5.043397903442383,679.0,32,Subset_CSG_SSAR2_DGM_B_0101_STR_014_HH-HV-LIA_RA_R_20230806225718_20230806225725_1_F_11N_Z48_N00.h5_ML_TC_dB,CR,44.976214813453545,20230806,20230808,0.7986143,0.7993044853210449,98.0,S2A_MSIL2A_20230808T031541_N0509_R118_T48PWS_20230808T073452.SAFE_NDVI,-0.49562252,20230808,"POLYGON ((105.7029538861332 10.488996768993239, 105.70286660839797 10.488592117675346, 105.70085128614807 10.489583910121166, 105.70089889218546 10.489893349364262, 105.7029538861332 10.488996768993239))",0.9563544218454306
161,-8.910898208618164,-8.992627143859863,1496.0,33,Subset_CSG_SSAR2_DGM_B_0101_STR_014_HH-HV-LIA_RA_R_20230806225718_20230806225725_1_F_11N_Z48_N00.h5_ML_TC_dB,HH,44.97427908067892,20230806,20230808,0.8730683,0.8746503591537476,216.0,S2A_MSIL2A_20230808T031541_N0509_R118_T48PWS_20230808T073452.SAFE_NDVI,-0.56469756,20230808,"POLYGON ((105.69773507483728 10.504108392639898, 105.6977833415156 10.503315607131034, 105.69998379835539 10.50283954675704, 105.70000246034752 10.503616011336065, 105.69773507483728 10.504108392639898))",2.112251749066749
162,-20.195735931396484,-20.12433624267578,1496.0,33,Subset_CSG_SSAR2_DGM_B_0101_STR_014_HH-HV-LIA_RA_R_20230806225718_20230806225725_1_F_11N_Z48_N00.h5_ML_TC_dB,HV,44.97427908067892,20230806,20230808,0.8730683,0.8746503591537476,216.0,S2A_MSIL2A_20230808T031541_N0509_R118_T48PWS_20230808T073452.SAFE_NDVI,-0.56469756,20230808,"POLYGON ((105.69773507483728 10.504108392639898, 105.6977833415156 10.503315607131034, 105.69998379835539 10.50283954675704, 105.70000246034752 10.503616011336065, 105.69773507483728 10.504108392639898))",2.112251749066749
163,0.33652806282043457,0.27874505519866943,1496.0,33,Subset_CSG_SSAR2_DGM_B_0101_STR_014_HH-HV-LIA_RA_R_20230806225718_20230806225725_1_F_11N_Z48_N00.h5_ML_TC_dB,RVI,44.97427908067892,20230806,20230808,0.8730683,0.8746503591537476,216.0,S2A_MSIL2A_20230808T031541_N0509_R118_T48PWS_20230808T073452.SAFE_NDVI,-0.56469756,20230808,"POLYGON ((105.69773507483728 10.504108392639898, 105.6977833415156 10.503315607131034, 105.69998379835539 10.50283954675704, 105.70000246034752 10.503616011336065, 105.69773507483728 10.504108392639898))",2.112251749066749
164,-8.910898208618164,11.131709098815918,1496.0,33,Subset_CSG_SSAR2_DGM_B_0101_STR_014_HH-HV-LIA_RA_R_20230806225718_20230806225725_1_F_11N_Z48_N00.h5_ML_TC_dB,CR,44.97427908067892,20230806,20230808,0.8730683,0.8746503591537476,216.0,S2A_MSIL2A_20230808T031541_N0509_R118_T48PWS_20230808T073452.SAFE_NDVI,-0.56469756,20230808,"POLYGON ((105.69773507483728 10.504108392639898, 105.6977833415156 10.503315607131034, 105.69998379835539 10.50283954675704, 105.70000246034752 10.503616011336065, 105.69773507483728 10.504108392639898))",2.112251749066749
166,-12.365727424621582,-12.30396556854248,765.0,34,Subset_CSG_SSAR2_DGM_B_0101_STR_014_HH-HV-LIA_RA_R_20230806225718_20230806225725_1_F_11N_Z48_N00.h5_ML_TC_dB,HH,44.96007967050826,20230806,20230808,0.8009622,0.8069380521774292,110.0,S2A_MSIL2A_20230808T031541_N0509_R118_T48PWS_20230808T073452.SAFE_NDVI,-0.46115217,20230808,"POLYGON ((105.69482118807741 10.506923086853963, 105.69487408367452 10.506510501196502, 105.69719091082796 10.506076757300196, 105.69712743611143 10.506457605599392, 105.69482118807741 10.506923086853963))",1.077959947822543
167,-16.75368881225586,-16.840248107910156,765.0,34,Subset_CSG_SSAR2_DGM_B_0101_STR_014_HH-HV-LIA_RA_R_20230806225718_20230806225725_1_F_11N_Z48_N00.h5_ML_TC_dB,HV,44.96007967050826,20230806,20230808,0.8009622,0.8069380521774292,110.0,S2A_MSIL2A_20230808T031541_N0509_R118_T48PWS_20230808T073452.SAFE_NDVI,-0.46115217,20230808,"POLYGON ((105.69482118807741 10.506923086853963, 105.69487408367452 10.506510501196502, 105.69719091082796 10.506076757300196, 105.69712743611143 10.506457605599392, 105.69482118807741 10.506923086853963))",1.077959947822543
168,1.155438780784607,1.0626895427703857,765.0,34,Subset_CSG_SSAR2_DGM_B_0101_STR_014_HH-HV-LIA_RA_R_20230806225718_20230806225725_1_F_11N_Z48_N00.h5_ML_TC_dB,RVI,44.96007967050826,20230806,20230808,0.8009622,0.8069380521774292,110.0,S2A_MSIL2A_20230808T031541_N0509_R118_T48PWS_20230808T073452.SAFE_NDVI,-0.46115217,20230808,"POLYGON ((105.69482118807741 10.506923086853963, 105.69487408367452 10.506510501196502, 105.69719091082796 10.506076757300196, 105.69712743611143 10.506457605599392, 105.69482118807741 10.506923086853963))",1.077959947822543
169,-12.365727424621582,4.536282539367676,765.0,34,Subset_CSG_SSAR2_DGM_B_0101_STR_014_HH-HV-LIA_RA_R_20230806225718_20230806225725_1_F_11N_Z48_N00.h5_ML_TC_dB,CR,44.96007967050826,20230806,20230808,0.8009622,0.8069380521774292,110.0,S2A_MSIL2A_20230808T031541_N0509_R118_T48PWS_20230808T073452.SAFE_NDVI,-0.46115217,20230808,"POLYGON ((105.69482118807741 10.506923086853963, 105.69487408367452 10.506510501196502, 105.69719091082796 10.506076757300196, 105.69712743611143 10.506457605599392, 105.69482118807741 10.506923086853963))",1.077959947822543
171,-12.219806671142578,-12.173501968383789,636.0,35,Subset_CSG_SSAR2_DGM_B_0101_STR_014_HH-HV-LIA_RA_R_20230806225718_20230806225725_1_F_11N_Z48_N00.h5_ML_TC_dB,HH,44.88593647881413,20230806,20230808,0.83974206,0.8417829871177673,91.0,S2A_MSIL2A_20230808T031541_N0509_R118_T48PWS_20230808T073452.SAFE_NDVI,-0.5474651,20230808,"POLYGON ((105.68592414864347 10.499337858228325, 105.68565967065791 10.499094538481618, 105.68465465431281 10.500247662498625, 105.6851307146868 10.500639089917241, 105.68592414864347 10.499337858228325))",0.8951547654346869
172,-19.246349334716797,-19.218290328979492,636.0,35,Subset_CSG_SSAR2_DGM_B_0101_STR_014_HH-HV-LIA_RA_R_20230806225718_20230806225725_1_F_11N_Z48_N00.h5_ML_TC_dB,HV,44.88593647881413,20230806,20230808,0.83974206,0.8417829871177673,91.0,S2A_MSIL2A_20230808T031541_N0509_R118_T48PWS_20230808T073452.SAFE_NDVI,-0.5474651,20230808,"POLYGON ((105.68592414864347 10.499337858228325, 105.68565967065791 10.499094538481618, 105.68465465431281 10.500247662498625, 105.6851307146868 10.500639089917241, 105.68592414864347 10.499337858228325))",0.8951547654346869
173,0.7408873438835144,0.6549093723297119,636.0,35,Subset_CSG_SSAR2_DGM_B_0101_STR_014_HH-HV-LIA_RA_R_20230806225718_20230806225725_1_F_11N_Z48_N00.h5_ML_TC_dB,RVI,44.88593647881413,20230806,20230808,0.83974206,0.8417829871177673,91.0,S2A_MSIL2A_20230808T031541_N0509_R118_T48PWS_20230808T073452.SAFE_NDVI,-0.5474651,20230808,"POLYGON ((105.68592414864347 10.499337858228325, 105.68565967065791 10.499094538481618, 105.68465465431281 10.500247662498625, 105.6851307146868 10.500639089917241, 105.68592414864347 10.499337858228325))",0.8951547654346869
174,-12.219806671142578,7.044788360595703,636.0,35,Subset_CSG_SSAR2_DGM_B_0101_STR_014_HH-HV-LIA_RA_R_20230806225718_20230806225725_1_F_11N_Z48_N00.h5_ML_TC_dB,CR,44.88593647881413,20230806,20230808,0.83974206,0.8417829871177673,91.0,S2A_MSIL2A_20230808T031541_N0509_R118_T48PWS_20230808T073452.SAFE_NDVI,-0.5474651,20230808,"POLYGON ((105.68592414864347 10.499337858228325, 105.68565967065791 10.499094538481618, 105.68465465431281 10.500247662498625, 105.6851307146868 10.500639089917241, 105.68592414864347 10.499337858228325))",0.8951547654346869
