,mean_s1,median_s1,count_s1,polygon_id,filename_s1,polarization,local_incidence_angle,date_s1,s2_date,mean_s2,median_s2,count_s2,filename_s2,date_s2,primary_class,primary_class_fraction,secondary_class,secondary_class_fraction
57,-9.611920356750488,-9.544171333312988,2970,112,Subset_S1A_IW_GRDH_1SDV_20231220T093122_20231220T093147_051736_063F9A_1A8A_Orb_NR_Cal_TC_dB,VV,36.34777069091797,20231220,20231225,0.45933452,0.4485052525997162,2500,S2A_MSIL2A_20231225T140701_N0510_R110_T20HNK_20231225T192853.SAFE_NDVI,20231225,Maize,0.9513677811550152,No cropland,0.0486322188449848
58,-6.878357410430908,-6.658549785614014,5503,113,Subset_S1A_IW_GRDH_1SDV_20231220T093122_20231220T093147_051736_063F9A_1A8A_Orb_NR_Cal_TC_dB,VV,36.39033126831055,20231220,20231225,0.70579207,0.7627833485603333,4635,S2A_MSIL2A_20231225T140701_N0510_R110_T20HNK_20231225T192853.SAFE_NDVI,20231225,Maize,0.8805237315875614,No cropland,0.07855973813420622
59,-6.3797383308410645,-6.307950019836426,2633,114,Subset_S1A_IW_GRDH_1SDV_20231220T093122_20231220T093147_051736_063F9A_1A8A_Orb_NR_Cal_TC_dB,VV,36.20511245727539,20231220,20231225,0.7807298,0.8143712282180786,2217,S2A_MSIL2A_20231225T140701_N0510_R110_T20HNK_20231225T192853.SAFE_NDVI,20231225,Maize,0.6048109965635738,Sunflower (Summer Crop),0.37800687285223367
60,-12.18535041809082,-12.115988731384277,6063,115,Subset_S1A_IW_GRDH_1SDV_20231220T093122_20231220T093147_051736_063F9A_1A8A_Orb_NR_Cal_TC_dB,VV,36.31037521362305,20231220,20231225,0.34077376,0.33989787101745605,5109,S2A_MSIL2A_20231225T140701_N0510_R110_T20HNK_20231225T192853.SAFE_NDVI,20231225,Maize,0.9925925925925926,No cropland,0.007407407407407408
61,-11.854949951171875,-11.769657135009766,6179,116,Subset_S1A_IW_GRDH_1SDV_20231220T093122_20231220T093147_051736_063F9A_1A8A_Orb_NR_Cal_TC_dB,VV,36.32890701293945,20231220,20231225,0.217657,0.20483961701393127,5200,S2A_MSIL2A_20231225T140701_N0510_R110_T20HNK_20231225T192853.SAFE_NDVI,20231225,Maize,0.9941605839416059,No cropland,0.00583941605839416
62,-8.468710899353027,-8.38456916809082,5545,117,Subset_S1A_IW_GRDH_1SDV_20231220T093122_20231220T093147_051736_063F9A_1A8A_Orb_NR_Cal_TC_dB,VV,36.317626953125,20231220,20231225,0.8624285,0.8727272748947144,4671,S2A_MSIL2A_20231225T140701_N0510_R110_T20HNK_20231225T192853.SAFE_NDVI,20231225,Maize,1.0,,
63,-10.60751724243164,-10.47289752960205,7957,118,Subset_S1A_IW_GRDH_1SDV_20231220T093122_20231220T093147_051736_063F9A_1A8A_Orb_NR_Cal_TC_dB,VV,36.175804138183594,20231220,20231225,0.29290342,0.26074984669685364,6698,S2A_MSIL2A_20231225T140701_N0510_R110_T20HNK_20231225T192853.SAFE_NDVI,20231225,Maize,0.9977401129943503,No cropland,0.0022598870056497176
64,-12.171496391296387,-12.084549903869629,5367,119,Subset_S1A_IW_GRDH_1SDV_20231220T093122_20231220T093147_051736_063F9A_1A8A_Orb_NR_Cal_TC_dB,VV,36.3450813293457,20231220,20231225,0.29063717,0.293563574552536,4519,S2A_MSIL2A_20231225T140701_N0510_R110_T20HNK_20231225T192853.SAFE_NDVI,20231225,Soybean,0.9899328859060402,No cropland,0.010067114093959731
65,-11.02535343170166,-10.949501037597656,4884,120,Subset_S1A_IW_GRDH_1SDV_20231220T093122_20231220T093147_051736_063F9A_1A8A_Orb_NR_Cal_TC_dB,VV,36.286502838134766,20231220,20231225,0.2769079,0.28059259057044983,4113,S2A_MSIL2A_20231225T140701_N0510_R110_T20HNK_20231225T192853.SAFE_NDVI,20231225,Soybean,0.6469500924214417,No cropland,0.3290203327171904
66,-11.753100395202637,-11.722805976867676,3540,121,Subset_S1A_IW_GRDH_1SDV_20231220T093122_20231220T093147_051736_063F9A_1A8A_Orb_NR_Cal_TC_dB,VV,36.31756591796875,20231220,20231225,0.30676618,0.2331606149673462,2977,S2A_MSIL2A_20231225T140701_N0510_R110_T20HNK_20231225T192853.SAFE_NDVI,20231225,Maize,0.9923664122137404,No cropland,0.007633587786259542
67,-10.873034477233887,-10.874507904052734,1275,122,Subset_S1A_IW_GRDH_1SDV_20231220T093122_20231220T093147_051736_063F9A_1A8A_Orb_NR_Cal_TC_dB,VV,36.4317512512207,20231220,20231225,0.8430354,0.8464710712432861,1070,S2A_MSIL2A_20231225T140701_N0510_R110_T20HNK_20231225T192853.SAFE_NDVI,20231225,No cropland,1.0,,
