,mean_s1,median_s1,count_s1,polygon_id,filename_s1,polarization,local_incidence_angle,date_s1,s2_date,mean_s2,median_s2,count_s2,filename_s2,date_s2
89,-21.67110252380371,-21.239479064941406,9522.0,9,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB,VH,36.873748779296875,20210806,20210808,0.56435496,0.5656440258026123,7704.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
90,-13.520666122436523,7.804566383361816,9527.0,9,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB,CR,36.873748779296875,20210806,20210808,0.56435496,0.5656440258026123,7704.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
91,0.6286511421203613,0.5559676885604858,9527.0,9,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB-RVI,RVI,36.873748779296875,20210806,20210808,0.56435496,0.5656440258026123,7704.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
93,-13.210780143737793,-13.100337982177734,9526.0,9,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB,VV,36.866607666015625,20220602,20220604,0.2393123,0.23921433091163635,7704.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
94,-27.27431297302246,-26.383699417114258,9324.0,9,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB,VH,36.866607666015625,20220602,20220604,0.2393123,0.23921433091163635,7704.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
95,-13.210780143737793,13.283361434936523,9526.0,9,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB,CR,36.866607666015625,20220602,20220604,0.2393123,0.23921433091163635,7704.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
96,0.21732933819293976,0.1715409755706787,9526.0,9,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB-RVI,RVI,36.866607666015625,20220602,20220604,0.2393123,0.23921433091163635,7704.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
97,-17.884065628051758,-17.703401565551758,10297.0,10,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB,VV,36.82423400878906,20210806,20210808,0.95514196,0.957756757736206,8338.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
98,-21.917428970336914,-21.47616958618164,10290.0,10,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB,VH,36.82423400878906,20210806,20210808,0.95514196,0.957756757736206,8338.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
99,-17.884065628051758,3.772768020629883,10297.0,10,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB,CR,36.82423400878906,20210806,20210808,0.95514196,0.957756757736206,8338.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
100,1.239635705947876,1.1788276433944702,10297.0,10,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB-RVI,RVI,36.82423400878906,20210806,20210808,0.95514196,0.957756757736206,8338.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
102,-14.627254486083984,-14.49653434753418,10300.0,10,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB,VV,36.817283630371094,20220602,20220604,0.22785775,0.22795382142066956,8338.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
103,-25.514806747436523,-24.757247924804688,10207.0,10,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB,VH,36.817283630371094,20220602,20220604,0.22785775,0.22795382142066956,8338.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
104,-14.627254486083984,10.260713577270508,10300.0,10,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB,CR,36.817283630371094,20220602,20220604,0.22785775,0.22795382142066956,8338.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
105,0.3963431715965271,0.3338795304298401,10300.0,10,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB-RVI,RVI,36.817283630371094,20220602,20220604,0.22785775,0.22795382142066956,8338.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
106,-11.999390602111816,-11.916006088256836,12043.0,11,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB,VV,37.0502815246582,20210806,20210808,0.29604527,0.2962707281112671,9769.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
107,-20.336841583251953,-20.04265022277832,12043.0,11,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB,VH,37.0502815246582,20210806,20210808,0.29604527,0.2962707281112671,9769.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
108,-11.999390602111816,8.126644134521484,12043.0,11,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB,CR,37.0502815246582,20210806,20210808,0.29604527,0.2962707281112671,9769.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
109,0.5931435227394104,0.5308966636657715,12043.0,11,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB-RVI,RVI,37.0502815246582,20210806,20210808,0.29604527,0.2962707281112671,9769.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
110,-14.02612018585205,-13.969097137451172,12038.0,11,Subset_S1A_IW_GRDH_1SDV_20220121T194103_20220121T194128_041563_04F181_1F44_Orb_NR_Cal_TC_dB,VV,37.05266189575195,20220121,20220120,0.3035544,0.29720574617385864,9769.0,S2B_MSIL2A_20220120T002049_N0301_R116_T54HYF_20220120T030118.SAFE_NDVI,20220120
111,-26.56110954284668,-25.720787048339844,11635.0,11,Subset_S1A_IW_GRDH_1SDV_20220121T194103_20220121T194128_041563_04F181_1F44_Orb_NR_Cal_TC_dB,VH,36.81217956542969,20220121,20220120,0.3035544,0.29720574617385864,9769.0,S2B_MSIL2A_20220120T002049_N0301_R116_T54HYF_20220120T030118.SAFE_NDVI,20220120
112,-14.02612018585205,11.751689910888672,12038.0,11,Subset_S1A_IW_GRDH_1SDV_20220121T194103_20220121T194128_041563_04F181_1F44_Orb_NR_Cal_TC_dB,CR,37.05266189575195,20220121,20220120,0.3035544,0.29720574617385864,9769.0,S2B_MSIL2A_20220120T002049_N0301_R116_T54HYF_20220120T030118.SAFE_NDVI,20220120
113,0.28256863355636597,0.2170954942703247,12038.0,11,Subset_S1A_IW_GRDH_1SDV_20220121T194103_20220121T194128_041563_04F181_1F44_Orb_NR_Cal_TC_dB-RVI,RVI,37.05266189575195,20220121,20220120,0.3035544,0.29720574617385864,9769.0,S2B_MSIL2A_20220120T002049_N0301_R116_T54HYF_20220120T030118.SAFE_NDVI,20220120
114,0.28256863355636597,0.2170954942703247,12038.0,11,Subset_S1A_IW_GRDH_1SDV_20220121T194103_20220121T194128_041563_04F181_1F44_Orb_NR_Cal_TC_dB-RVI,RVI,36.81217956542969,20220121,20220120,0.3035544,0.29720574617385864,9769.0,S2B_MSIL2A_20220120T002049_N0301_R116_T54HYF_20220120T030118.SAFE_NDVI,20220120
116,-8.727063179016113,-8.652238845825195,12041.0,11,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB,VV,37.043739318847656,20220602,20220604,0.19132958,0.191748708486557,9769.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
117,-17.269861221313477,-17.147796630859375,12041.0,11,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB,VH,37.043739318847656,20220602,20220604,0.19132958,0.191748708486557,9769.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
118,-8.727063179016113,8.49555778503418,12041.0,11,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB,CR,37.043739318847656,20220602,20220604,0.19132958,0.191748708486557,9769.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
119,0.5529178977012634,0.4972403645515442,12041.0,11,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB-RVI,RVI,37.043739318847656,20220602,20220604,0.19132958,0.191748708486557,9769.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
120,-14.693265914916992,-14.587898254394531,5073.0,12,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB,VV,37.394317626953125,20210806,20210808,0.8996185,0.9071553945541382,4106.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
121,-20.041255950927734,-19.715145111083984,5073.0,12,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB,VH,37.394317626953125,20210806,20210808,0.8996185,0.9071553945541382,4106.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
122,-14.693265914916992,5.127246856689453,5073.0,12,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB,CR,37.394317626953125,20210806,20210808,0.8996185,0.9071553945541382,4106.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
123,0.9968289136886597,0.9245126247406006,5073.0,12,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB-RVI,RVI,37.394317626953125,20210806,20210808,0.8996185,0.9071553945541382,4106.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
126,-12.961470603942871,-12.896072387695312,5072.0,12,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB,VV,37.38711166381836,20220602,20220604,0.22757359,0.21928709745407104,4106.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
127,-22.909318923950195,-22.569883346557617,5069.0,12,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB,VH,37.38711166381836,20220602,20220604,0.22757359,0.21928709745407104,4106.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
128,-12.961470603942871,9.673810958862305,5072.0,12,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB,CR,37.38711166381836,20220602,20220604,0.22757359,0.21928709745407104,4106.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
129,0.4403519034385681,0.3829400837421417,5072.0,12,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB-RVI,RVI,37.38711166381836,20220602,20220604,0.22757359,0.21928709745407104,4106.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
130,-10.948735237121582,-10.851187705993652,12636.0,13,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB,VV,37.23706817626953,20210806,20210808,0.816645,0.8202486634254456,10238.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
131,-18.3498592376709,-18.17513656616211,12636.0,13,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB,VH,37.23706817626953,20210806,20210808,0.816645,0.8202486634254456,10238.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
132,-10.948735237121582,7.323948860168457,12636.0,13,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB,CR,37.23706817626953,20210806,20210808,0.816645,0.8202486634254456,10238.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
133,0.6881015300750732,0.6244394779205322,12636.0,13,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB-RVI,RVI,37.23706817626953,20210806,20210808,0.816645,0.8202486634254456,10238.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
136,-6.771942615509033,-6.700907230377197,12635.0,13,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB,VV,37.229366302490234,20220602,20220604,0.26370382,0.2640124559402466,10238.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
137,-19.12211036682129,-18.912866592407227,12635.0,13,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB,VH,37.229366302490234,20220602,20220604,0.26370382,0.2640124559402466,10238.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
138,-6.771942615509033,12.21195936203003,12635.0,13,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB,CR,37.229366302490234,20220602,20220604,0.26370382,0.2640124559402466,10238.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
139,0.2610090374946594,0.22429628670215607,12635.0,13,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB-RVI,RVI,37.229366302490234,20220602,20220604,0.26370382,0.2640124559402466,10238.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
140,-9.843038558959961,-9.754581451416016,12911.0,14,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB,VV,37.521087646484375,20210806,20210808,0.3360893,0.3278249502182007,10494.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
141,-20.361059188842773,-20.075151443481445,12911.0,14,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB,VH,37.521087646484375,20210806,20210808,0.3360893,0.3278249502182007,10494.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
142,-9.843038558959961,10.32056999206543,12911.0,14,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB,CR,37.521087646484375,20210806,20210808,0.3360893,0.3278249502182007,10494.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
143,0.38982877135276794,0.3402690887451172,12911.0,14,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB-RVI,RVI,37.521087646484375,20210806,20210808,0.3360893,0.3278249502182007,10494.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
146,-6.369637489318848,-6.274623394012451,12919.0,14,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB,VV,37.51398849487305,20220602,20220604,0.33522752,0.3355201482772827,10494.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
147,-18.72942352294922,-18.56809425354004,12919.0,14,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB,VH,37.51398849487305,20220602,20220604,0.33522752,0.3355201482772827,10494.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
148,-6.369637489318848,12.293470859527588,12919.0,14,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB,CR,37.51398849487305,20220602,20220604,0.33522752,0.3355201482772827,10494.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
149,0.25979411602020264,0.2229073941707611,12919.0,14,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB-RVI,RVI,37.51398849487305,20220602,20220604,0.33522752,0.3355201482772827,10494.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
150,-16.91646957397461,-16.749717712402344,8108.0,15,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB,VV,37.46880340576172,20210806,20210808,0.93351537,0.9351428151130676,6574.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
151,-22.814287185668945,-22.373760223388672,8103.0,15,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB,VH,37.46880340576172,20210806,20210808,0.93351537,0.9351428151130676,6574.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
152,-16.91646957397461,5.624042510986328,8108.0,15,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB,CR,37.46880340576172,20210806,20210808,0.93351537,0.9351428151130676,6574.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
153,0.9334833025932312,0.8496884107589722,8108.0,15,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB-RVI,RVI,37.46880340576172,20210806,20210808,0.93351537,0.9351428151130676,6574.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
156,-12.847880363464355,-12.76329231262207,8112.0,15,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB,VV,37.459083557128906,20220602,20220604,0.37248877,0.36934369802474976,6574.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
157,-24.781597137451172,-24.198305130004883,8095.0,15,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB,VH,37.459083557128906,20220602,20220604,0.37248877,0.36934369802474976,6574.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
158,-12.847880363464355,11.435012817382812,8112.0,15,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB,CR,37.459083557128906,20220602,20220604,0.37248877,0.36934369802474976,6574.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
159,0.3147631883621216,0.2631268799304962,8112.0,15,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB-RVI,RVI,37.459083557128906,20220602,20220604,0.37248877,0.36934369802474976,6574.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
160,-19.713611602783203,-19.506362915039062,4008.0,16,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB,VV,37.245384216308594,20210806,20210808,0.9615504,0.9631701707839966,3258.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
161,-23.827207565307617,-23.31490135192871,4003.0,16,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB,VH,37.245384216308594,20210806,20210808,0.9615504,0.9631701707839966,3258.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
162,-19.713611602783203,3.8085384368896484,4008.0,16,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB,CR,37.245384216308594,20210806,20210808,0.9615504,0.9631701707839966,3258.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
163,1.244917869567871,1.1659963130950928,4008.0,16,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB-RVI,RVI,37.245384216308594,20210806,20210808,0.9615504,0.9631701707839966,3258.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
166,-14.375595092773438,-14.275521278381348,4001.0,16,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB,VV,37.238685607910156,20220602,20220604,0.6173336,0.6130094528198242,3258.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
167,-21.55167007446289,-21.218425750732422,4001.0,16,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB,VH,37.238685607910156,20220602,20220604,0.6173336,0.6130094528198242,3258.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
168,-14.375595092773438,6.942904472351074,4001.0,16,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB,CR,37.238685607910156,20220602,20220604,0.6173336,0.6130094528198242,3258.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
169,0.7420575022697449,0.6684471964836121,4001.0,16,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB-RVI,RVI,37.238685607910156,20220602,20220604,0.6173336,0.6130094528198242,3258.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
170,-18.060598373413086,-17.9080867767334,10474.0,17,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB,VV,37.112037658691406,20210806,20210808,0.96374685,0.9676828980445862,8512.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
171,-23.192583084106445,-22.666645050048828,10464.0,17,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB,VH,37.112037658691406,20210806,20210808,0.96374685,0.9676828980445862,8512.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
172,-18.060598373413086,4.75855827331543,10474.0,17,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB,CR,37.112037658691406,20210806,20210808,0.96374685,0.9676828980445862,8512.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
173,1.0685817003250122,0.98504638671875,10474.0,17,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB-RVI,RVI,37.112037658691406,20210806,20210808,0.96374685,0.9676828980445862,8512.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
176,-14.689592361450195,-14.574478149414062,10471.0,17,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB,VV,37.105743408203125,20220602,20220604,0.20790881,0.20175789296627045,8512.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
177,-28.891138076782227,-27.938186645507812,9973.0,17,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB,VH,37.105743408203125,20220602,20220604,0.20790881,0.20175789296627045,8512.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
178,-14.689592361450195,13.36370849609375,10471.0,17,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB,CR,37.105743408203125,20220602,20220604,0.20790881,0.20175789296627045,8512.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
